route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_load_information,wheelchair_accessible,bikes_allowed
6,2021_09_13-DX-MVS-Weekday-10,1056693,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056864,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056680,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056865,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056672,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056866,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056684,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056867,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056685,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056868,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056686,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056869,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056696,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056870,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056677,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056871,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056673,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056872,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056683,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056873,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056679,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056874,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056676,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056875,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056688,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056876,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056689,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056877,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056687,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056878,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056690,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056879,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056674,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056880,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056675,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056881,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056678,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056882,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056691,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056883,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056697,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056884,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056698,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056885,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056692,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056886,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056694,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056887,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056695,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056888,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056681,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056889,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056669,Berryessa/North San Jose,0,,966746_shp,,1,1
5,2021_09_13-DX-MVS-Weekday-10,1056890,Daly City,1,,964252_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056670,Berryessa/North San Jose,0,,966746_shp,,1,1
6,2021_09_13-DX-MVS-Weekday-10,1056671,Berryessa/North San Jose,0,,966746_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056636,Richmond,0,,964511_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056573,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056643,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056501,Berryessa/North San Jose,1,,964395_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056635,Richmond,0,,964510_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056560,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056639,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056500,Berryessa/North San Jose,1,,964395_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056638,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056561,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056604,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056570,Berryessa/North San Jose,1,,964395_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056642,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056562,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056578,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056568,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056579,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056569,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056576,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056563,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056574,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056564,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056575,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056565,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056577,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056566,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056581,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056567,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056582,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056509,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056583,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056531,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056584,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056530,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056617,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056532,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056601,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056511,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056586,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056513,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056588,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056523,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056609,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056502,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056587,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056514,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056590,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056528,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056585,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056521,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056592,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056507,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056589,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056517,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056593,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056518,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056594,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056515,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056595,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056505,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056596,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056510,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056591,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056516,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056612,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056524,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056622,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056519,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056625,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056526,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056627,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056520,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056619,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056525,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056607,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056522,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056623,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056527,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056610,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056503,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056628,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056512,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056599,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056533,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056621,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056529,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056626,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056534,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056605,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056504,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056600,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056536,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056631,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056506,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056602,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056535,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056611,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056538,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056618,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056539,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056614,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056537,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056597,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056508,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056613,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056547,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056606,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056555,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056620,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056542,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056603,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056554,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056616,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056557,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056608,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056545,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056629,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056540,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056644,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056549,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056615,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056550,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056624,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056543,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056641,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056544,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056598,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056558,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056632,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056548,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056633,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056546,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056640,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056572,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056634,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056551,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056630,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056552,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056580,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056553,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1056637,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056559,Berryessa/North San Jose,1,,964593_shp,,1,1
3,2021_09_13-DX-MVS-Weekday-10,1057411,Richmond,0,,964518_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056571,Berryessa/North San Jose,1,,964593_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056541,Berryessa/North San Jose,1,,964593_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1056556,Berryessa/North San Jose,1,,964593_shp,,1,1
4,2021_09_13-DX-MVS-Weekday-10,1057416,Berryessa/North San Jose,1,,964593_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056471,San Francisco International Airport,1,,964625_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056388,Antioch via SFO,0,,965969_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056470,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056380,Antioch,0,,964654_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056441,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056386,Antioch,0,,964654_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056464,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056902,Antioch via SFO,0,,965969_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056451,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056899,Antioch via SFO,0,,965969_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056462,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1057014,Antioch via SFO,0,,965969_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056452,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056917,Antioch via SFO,0,,965969_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056458,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056381,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056456,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056384,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056467,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056382,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056447,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056385,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056446,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056383,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056453,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056387,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056463,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056401,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056461,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056418,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056450,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056405,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056465,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056419,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056466,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056404,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056472,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056415,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056444,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056394,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056454,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056431,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056443,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056409,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056455,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056433,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056499,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056392,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056448,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056439,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056496,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056406,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056498,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056432,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056459,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056402,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056442,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056429,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056449,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056413,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056474,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056428,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056473,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056407,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056457,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056427,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056468,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056399,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056475,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056437,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056460,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056395,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056476,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056420,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056493,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056396,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056492,San Francisco International Airport,1,,964624_shp,,1,1
2,2021_09_13-DX-MVS-Weekday-10,1056434,Antioch,0,,965962_shp,,1,1
1,2021_09_13-DX-MVS-Weekday-10,1056469,San Francisco International Airport,1,,964624_shp,,1,1
